Nombre componente/instancia;CHECK UNICIDAD;TORRE;ENTORNO;DUPLICADO?;VERIFICACION EN LISTA ENTITIES DYNATRACE;VERIFICACION CMDB - ESTADO;VERIFICACION CMDB - GRUPO;VERIFICACION CMDB - ENTORNO;VERIFICACION CMDB - SISTEMA OPERATIVO;CHECK INVENTARIO PLAN;Estado Monitoreo Integración;MARCA OBSOLESCENCIA;[Instancia] : Nombre ORI;[Instancia] : Motor de Base de Datos;[Servidor] : Display Label;Notas;Réplicación 
TSECWTI002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWTI002;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWTI003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWTI003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwti004;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwti004;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwti005;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwti005;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWTS001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWTS001;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWVC001;1;UNIX;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;TSECWVC001;Other 3.x Linux (64-bit);Operativo;VMware vCenter;E - No Crítica
TSECWVC001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;TSECWVC001;VMware Photon OS (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA002;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA002;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA006;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA006;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA006;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA006;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA008;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA008;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA010;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA010;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA010;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA010;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA011;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA011;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA011;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA011;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA012;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA012;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA012;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA012;Microsoft Windows Server 2012 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA013;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;TSECWWA013;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA013;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;TSECWWA013;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA014;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;TSECWWA014;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA014;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;TSECWWA014;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA015;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;TSECWWA015;Microsoft Windows Server 2003 (32-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA016;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);OBSOLETO;TSECWWA016;Microsoft Windows Server 2003 (32-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA017;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA017;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA017;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA017;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA018;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA018;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA018;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA018;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA021;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA021;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA024;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA024;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA024;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA024;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA025;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA025;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA025;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA025;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA026;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA026;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA026;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA026;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA027;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA027;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA027;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA027;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa030;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa030;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa032;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa032;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa032;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa032;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa033;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa033;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa033;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa033;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWWA039;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWWA039;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa042;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa042;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa042;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa042;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa043;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa043;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa044;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa044;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa044;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa044;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa046;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa046;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa046;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa046;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa047;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa047;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa047;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa047;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa048;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);CON SOPORTE;tsecwwa048;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa048;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);CON SOPORTE;tsecwwa048;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa049;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa049;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa049;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa049;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa051;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa051;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa051;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa051;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa053;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa053;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa053;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa053;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa054;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa054;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa054;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa054;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa055;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa055;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa055;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa055;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa056;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa056;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa056;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa056;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa057;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa057;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa058;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa058;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwwa058;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwwa058;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
