Nombre componente/instancia;CHECK UNICIDAD;TORRE;ENTORNO;DUPLICADO?;VERIFICACION EN LISTA ENTITIES DYNATRACE;VERIFICACION CMDB - ESTADO;VERIFICACION CMDB - GRUPO;VERIFICACION CMDB - ENTORNO;VERIFICACION CMDB - SISTEMA OPERATIVO;CHECK INVENTARIO PLAN;Estado Monitoreo Integración;MARCA OBSOLESCENCIA;[Instancia] : Nombre ORI;[Instancia] : Motor de Base de Datos;[Servidor] : Display Label;Notas;Réplicación 
drecasa005;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;Grupo Ciberseguridad BP;Producción;Linux - 7.5.1;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecasa005;Debian GNU/Linux 10 (64-bit);Operativo;Stealtwatch;E - No Crítica
drecasa005;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;Grupo Ciberseguridad BP;Producción;Linux - 7.5.1;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecasa005;Debian GNU/Linux 11 (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecasa020;1;UNIX;DCP;NO DUPLICADO;Componente no encontrado en Dynatrace;Operativo;Grupo Ciberseguridad BP;Producción;Linux - Other Linux (64-bit);NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR VERSION;drecasa020;Other Linux (64-bit);Operativo;IAM- Gestion de Gobierno de identidades ;E - No Crítica
drecasa020;0;WINTEL;DCA;DUPLICADO;Componente no encontrado en Dynatrace;Operativo;Grupo Ciberseguridad BP;Producción;Linux - Other Linux (64-bit);NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR VERSION;drecasa020;Linux 6.6.74-flatcar Flatcar Container Linux by Kinvolk 4152.2.0 4152.2.0 2025-01-29-1009 Flatcar Container Linux by Kinvolk 4152.2.0 (Oklo) cpe:2.3:o:flatcar-linux:flatcar_linux:4152.2.0:*:*:*:*:*:*:*;poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecasa021;1;UNIX;DCP;NO DUPLICADO;Componente no encontrado en Dynatrace;Operativo;Grupo Ciberseguridad BP;Producción;Linux - Other Linux (64-bit);NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR VERSION;drecasa021;Other Linux (64-bit);Operativo;IAM- Gestion de Gobierno de identidades ;E - No Crítica
drecasa021;0;WINTEL;DCA;DUPLICADO;Componente no encontrado en Dynatrace;Operativo;Grupo Ciberseguridad BP;Producción;Linux - Other Linux (64-bit);NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR VERSION;drecasa021;Linux 6.6.74-flatcar Flatcar Container Linux by Kinvolk 4152.2.0 4152.2.0 2025-01-29-1009 Flatcar Container Linux by Kinvolk 4152.2.0 (Oklo) cpe:2.3:o:flatcar-linux:flatcar_linux:4152.2.0:*:*:*:*:*:*:*;poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecash001;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;Storage & Backup;Producción;Linux Oracle - 9.2;NO ENCONTRADO EN PLAN;Monitoreado Dynatrace;CON SOPORTE;drecash001;Oracle Linux 4/5/6/7 (64-bit);Operativo;Hitachi Administrator;E - No Crítica
drecash001;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;Storage & Backup;Producción;Linux Oracle - 9.2;NO ENCONTRADO EN PLAN;Monitoreado Dynatrace;CON SOPORTE;drecash001;Oracle Linux 9 (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecatt001;1;UNIX;DCP;NO DUPLICADO;Componente no encontrado en Dynatrace;Operativo;Comunicaciones Unificadas;Producción;CentOS 8 (64-bit) - 8;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;OBSOLETO;drecatt001;CentOS 8 (64-bit);Operativo;Comunicaciones Unificadas;E - No Crítica
drecatt001;0;WINTEL;DCA;DUPLICADO;Componente no encontrado en Dynatrace;Operativo;Comunicaciones Unificadas;Producción;CentOS 8 (64-bit) - 8;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;OBSOLETO;drecatt001;CentOS 8 (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecavc004;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Linux - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecavc004;Other 3.x or later Linux (64-bit);Operativo;VMware vCenter;E - No Crítica
drecavc004;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Linux - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecavc004;VMware Photon OS (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecavc005;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Linux - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecavc005;Other 3.x or later Linux (64-bit);Operativo;VMware vCenter;E - No Crítica
drecavc005;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Linux - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecavc005;VMware Photon OS (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecavc006;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Linux - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecavc006;Other 3.x or later Linux (64-bit);Operativo;VMware vCenter;E - No Crítica
drecavc006;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Linux - VMware ESXi 7.0.3 build-24585291;NO ENCONTRADO EN PLAN;Integracion Vmware (Vcenters);VERIFICAR VERSION;drecavc006;VMware Photon OS (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
DRECBLO001;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO001;NUTANIX;poweredOn;DRECBLO001;Enclosure
DRECBLO002;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO002;NUTANIX;poweredOn;DRECBLO002;Enclosure
DRECBLO003;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO003;NUTANIX;poweredOn;DRECBLO003;Enclosure
DRECBLO004;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO004;NUTANIX;poweredOn;DRECBLO004;Enclosure
DRECBLO005;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO005;NUTANIX;poweredOn;DRECBLO005;Enclosure
DRECBLO006;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO006;NUTANIX;poweredOn;DRECBLO006;Enclosure
DRECBLO007;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO007;NUTANIX;poweredOn;DRECBLO007;Enclosure
DRECBLO008;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO008;NUTANIX;poweredOn;DRECBLO008;Enclosure
DRECBLO009;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO009;NUTANIX;poweredOn;DRECBLO009;Enclosure
DRECBLO010;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO010;NUTANIX;poweredOn;DRECBLO010;Enclosure
DRECBLO011;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO011;NUTANIX;poweredOn;DRECBLO011;Enclosure
DRECBLO012;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO012;NUTANIX;poweredOn;DRECBLO012;Enclosure
DRECBLO013;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO013;NUTANIX;poweredOn;DRECBLO013;Enclosure
DRECBLO014;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO014;NUTANIX;poweredOn;DRECBLO014;Enclosure
DRECBLO015;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO015;NUTANIX;poweredOn;DRECBLO015;Enclosure
DRECBLO016;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO016;NUTANIX;poweredOn;DRECBLO016;Enclosure
DRECBLO017;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO017;NUTANIX;poweredOn;DRECBLO017;Enclosure
DRECBLO018;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO018;NUTANIX;poweredOn;DRECBLO018;Enclosure
DRECBLO019;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO019;NUTANIX;poweredOn;DRECBLO019;Enclosure
DRECBLO020;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO020;NUTANIX;poweredOn;DRECBLO020;Enclosure
DRECBLO021;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO021;NUTANIX;poweredOn;DRECBLO021;Enclosure
DRECBLO022;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;MONITOREADO POR VMWARE ARIA OPERATIONS;VERIFICAR CMDB;DRECBLO022;NUTANIX;poweredOn;DRECBLO022;Enclosure
DRECBLO023;1;WINTEL;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRECBLO023;NUTANIX;poweredOn;DRECBLO023;Enclosure
DRECBPBBDP1;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPBBDP1;oracle;PBPMDECR;;Oracle Dataguard
DRECBPBBDP1;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Retirado;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPBBDP1;Instancia IBM LPAR;No operativo;VERDADERO;
DRECBPBE0F;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;Solaris - 11.4.79.189.2;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);CON SOPORTE;DRECBPBE0F;Servidor Solaris;Operativo;VERDADERO;Computer
DRECBPBINP1;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPBINP1;oracle;DRPOTAUT;;Oracle Dataguard
DRECBPBINP1;0;BDD SERV;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPBINP1;oracle;DRPOTNOT;;Oracle Dataguard
DRECBPBINP1;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPBINP1;Instancia IBM LPAR;Operativo;VERDADERO;
drecbpdpp1;1;UNIX;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Producción;IBM DataPower Gateway - IDG.10.5.0.13;NO ENCONTRADO EN PLAN;Revisar;CON SOPORTE;drecbpdpp1;Servidor de alojamiento de DataPower;Operativo;VERDADERO;
drecbpdpp2;1;UNIX;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Producción;IBM DataPower Gateway - IDG.10.5.0.13;NO ENCONTRADO EN PLAN;Revisar;CON SOPORTE;drecbpdpp2;Servidor de alojamiento de DataPower;Operativo;VERDADERO;
drecbpdpp3;1;UNIX;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Producción;IBM DataPower Gateway - IDG.10.5.0.13;NO ENCONTRADO EN PLAN;Revisar;CON SOPORTE;drecbpdpp3;Servidor de alojamiento de DataPower;Operativo;VERDADERO;Computer
drecbpdpp4;1;UNIX;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;UNIX;Producción;IBM DataPower Gateway - IDG.10.5.0.13;NO ENCONTRADO EN PLAN;Revisar;CON SOPORTE;drecbpdpp4;Servidor de alojamiento de DataPower;Operativo;VERDADERO;Computer
DRECBPEBSP1;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPEBSP1;oracle;DRPROD1;;Oracle Dataguard
DRECBPEBSP1;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPEBSP1;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPEBSP3;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPEBSP3;oracle;DRPROD2;;Oracle Dataguard
DRECBPEBSP3;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPEBSP3;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPEBSP7;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPEBSP7;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPEBSP8;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPEBSP8;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPFDBP1;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);VERIFICAR TL (5 soportado);DRECBPFDBP1;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPFDBP2;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.2.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);VERIFICAR TL (5 soportado);DRECBPFDBP2;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPFDBP2, DRECBPFDBP1;1;BDD SERV;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRECBPFDBP2, DRECBPFDBP1;db2;DB2FNDI1;;HADR
DRECBPHABP4;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPHABP4;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPHABP4 , DRECBPHABP5;1;BDD SERV;DCA;NO DUPLICADO;Componente no encontrado en Dynatrace;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;VERIFICAR CMDB;DRECBPHABP4 , DRECBPHABP5;db2;DB2PORT;;HADR
DRECBPHABP5;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPHABP5;Instancia IBM LPAR;Operativo;VERDADERO;
drecbphca2;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;HP/UX - B.11.31;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);NO SOPORTADO;drecbphca2;Servidor HPUX;Operativo;VERDADERO;Computer
drecbphcb1;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;UNIX;Producción;HP/UX - B.11.31;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);NO SOPORTADO;drecbphcb1;Servidor HPUX;No operativo;VERDADERO;Computer
drecbphcb2;1;UNIX;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;HP/UX - B.11.31;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);NO SOPORTADO;drecbphcb2;Servidor HPUX;Operativo;VERDADERO;Computer
DRECBPHCGW;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPHCGW;oracle;DRLGNS21;;Oracle Dataguard
DRECBPHCGW;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;DRECBPHCGW;Instancia IBM LPAR;Operativo;VERDADERO;
DRECBPHCRT;1;BDD INST;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPHCRT;oracle;DRECBPHCRT;Servidor de Restauraciones;Oracle Dataguard
DRECBPHCRT;0;BDD SERV;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPHCRT;oracle;DRECBPHCRT;Servidor de Restauraciones;Oracle Dataguard
DRECBPHCRT;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;AIX - 7.1.0.0;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;DRECBPHCRT;Instancia IBM LPAR;Operativo;VERDADERO;
drecbplxapp52;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;Grupo Ciberseguridad BP;Producción;Linux - FMOS 9.6.2;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR VERSION;drecbplxapp52;Other 4.x Linux (64-bit);Operativo;Firemon;E - No Crítica
drecbplxapp52;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;Grupo Ciberseguridad BP;Producción;Linux - FMOS 9.6.2;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR VERSION;drecbplxapp52;Other 4.x Linux (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecbplxapp53;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;Grupo Ciberseguridad BP;Producción;Linux - FMOS 9.6.2;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR VERSION;drecbplxapp53;CentOS 4/5 (64-bit);Operativo;Firemon;E - No Crítica
drecbplxapp53;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;Grupo Ciberseguridad BP;Producción;Linux - FMOS 9.6.2;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);VERIFICAR VERSION;drecbplxapp53;Other 4.x or later Linux (64-bit);poweredOn;DRECAVC004;VMware Virtual Machine Instance
drecbplxmap1;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;Linux Red Hat - 6.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;drecbplxmap1;HP;poweredOn;drecbplxmap1;Rackeables
drecbplxmap1;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;Linux Red Hat - 6.10;NO ENCONTRADO EN PLAN;Remote Host Unix (Extension);OBSOLETO;drecbplxmap1;Servidor Linux;Operativo;VERDADERO;Computer
DRECBPLXMBP1;1;BDD SERV;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;Linux Red Hat - 6.10;NO ENCONTRADO EN PLAN;Revisar;OBSOLETO;DRECBPLXMBP1;oracle;PMUREX01;;Oracle Dataguard
drecbplxmbp1;0;WINTEL;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;Linux Red Hat - 6.10;NO ENCONTRADO EN PLAN;Revisar;OBSOLETO;drecbplxmbp1;HP;poweredOn;drecbplxmbp1;Rackeables
drecbplxmbp1;0;UNIX;DCA;DUPLICADO;ENTITIES DYNATRACE;Operativo;UNIX;Producción;Linux Red Hat - 6.10;NO ENCONTRADO EN PLAN;Revisar;OBSOLETO;drecbplxmbp1;Servidor Linux;Operativo;VERDADERO;Computer
DRECBPLXMOP1;1;BDD INST;DCA;NO DUPLICADO;PLAN COBERTURA;Retirado;UNIX;Producción;Linux Red Hat - 7.9;NO ENCONTRADO EN PLAN;N/D;CON SOPORTE;DRECBPLXMOP1;postgres;DRECBPLXMOP1;;HotStandby
DRECBPLXMOP1;0;BDD SERV;DCA;DUPLICADO;PLAN COBERTURA;Retirado;UNIX;Producción;Linux Red Hat - 7.9;NO ENCONTRADO EN PLAN;N/D;CON SOPORTE;DRECBPLXMOP1;postgres;DRECBPLXMOP1;;HotStandby
drecbplxnbp21;1;UNIX;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;Storage & Backup;Producción;Linux - Red Hat Enterprise Linux 7 (64-bit);NO ENCONTRADO EN PLAN;Http Check (URL);VERIFICAR VERSION;drecbplxnbp21;Red Hat Enterprise Linux 7 (64-bit);Operativo;NetBackup;C - BIA Crítica
